,experience,weeks,education,occupation_white,industry_yes,south_yes,smsa_yes,married_yes,gender_male,union_yes,ethnicity_other,wage_class
1567,39,44,5,0,0,0,1,1,1,1,1,very high
1568,40,52,5,0,0,0,1,1,1,1,1,very high
1569,10,49,12,1,0,0,1,0,0,0,1,low
1570,11,49,12,1,0,0,1,0,0,0,1,low
1571,12,49,12,1,0,0,1,0,0,0,1,low
1572,13,49,12,1,0,0,1,0,0,0,1,average
1573,14,49,12,1,0,0,1,0,0,0,1,average
1574,15,49,12,1,0,0,1,0,0,0,1,high
1575,16,49,12,1,0,0,1,0,0,0,1,high
1576,30,49,12,0,1,1,0,1,1,0,1,low
1577,31,52,12,0,1,1,0,1,1,0,1,low
1578,32,51,12,0,1,1,0,1,1,0,1,low
1579,33,48,12,0,1,1,0,1,1,0,1,low
1580,34,50,12,0,1,1,0,1,1,0,1,low
1581,35,43,12,0,1,1,0,1,1,0,1,low
1582,36,50,12,0,1,1,0,1,1,0,1,low
1583,29,47,16,1,0,0,1,1,1,0,1,high
1584,30,52,16,1,0,0,1,1,1,0,1,high
1585,31,43,16,1,0,0,1,1,1,0,1,very high
1586,32,48,16,1,0,0,1,1,1,0,1,very high
1587,33,48,16,1,0,0,1,1,1,0,1,average
1588,34,48,16,1,0,0,1,1,1,0,1,high
1589,35,48,16,1,0,0,1,1,1,0,1,high
1590,2,50,16,1,0,1,1,1,1,0,1,low
1591,3,50,16,1,0,1,1,1,1,0,1,average
1592,4,50,16,1,0,0,1,1,1,0,1,high
1593,5,50,16,1,0,0,1,1,1,0,1,high
1594,6,50,16,1,0,0,1,1,1,0,1,very high
1595,7,50,16,1,0,0,1,1,1,0,1,very high
1596,8,49,16,1,0,0,1,1,1,0,1,very high
1597,16,40,17,1,0,0,1,0,0,1,1,average
1598,17,40,17,1,0,0,1,0,0,0,1,high
1599,18,40,17,1,0,0,1,0,0,1,1,high
1600,19,40,17,1,0,0,1,0,0,0,1,high
1601,20,39,17,1,0,0,1,0,0,0,1,high
1602,21,42,17,1,0,0,1,0,0,0,1,high
1603,22,42,17,1,1,0,1,0,0,1,1,high
1604,2,50,12,0,0,0,0,1,1,1,1,low
1605,3,50,12,0,0,0,0,1,1,1,1,low
1606,4,50,12,0,0,0,0,1,1,1,1,low
1607,5,50,12,0,0,0,0,1,1,1,1,average
1608,6,50,12,0,0,0,0,1,1,1,1,high
1609,7,50,12,0,0,0,0,1,1,1,1,high
1610,8,50,12,0,0,0,0,1,1,1,1,high
1611,23,49,16,1,1,0,1,1,1,0,1,high
1612,24,48,16,1,1,0,1,1,1,0,1,high
1613,25,49,16,1,1,0,1,1,1,0,1,very high
1614,26,48,16,1,1,0,1,1,1,0,1,very high
1615,27,49,16,1,1,0,1,1,1,0,1,very high
1616,28,48,16,1,1,0,1,1,1,0,1,very high
1617,29,48,16,1,1,0,1,1,1,0,1,very high
1618,27,34,17,1,0,0,0,1,1,0,1,low
1619,28,49,17,1,0,0,0,1,1,0,1,high
1620,29,49,17,1,0,0,0,1,1,0,1,very high
1621,30,47,17,1,0,0,0,1,1,0,1,very high
1622,31,46,17,1,0,0,0,1,1,1,1,very high
1623,32,48,17,1,0,0,0,1,1,0,1,very high
1624,33,48,17,1,0,0,0,1,1,0,1,very high
1625,30,46,10,0,0,0,1,1,1,1,1,average
1626,31,49,10,0,0,0,1,1,1,1,1,high
1627,32,47,10,0,1,0,1,1,1,1,1,high
1628,33,50,10,0,1,0,1,1,1,1,1,high
1629,34,50,10,0,1,0,1,1,1,0,1,very high
1630,35,45,10,0,1,0,1,1,1,1,1,very high
1631,36,39,10,0,1,0,1,1,1,1,1,very high
1632,21,39,12,0,1,0,0,1,1,1,1,low
1633,22,47,12,0,1,0,0,1,1,1,1,low
1634,23,48,12,0,1,0,0,1,1,1,1,low
1635,24,48,12,0,1,0,0,1,1,1,1,average
1636,25,50,12,0,1,0,0,1,1,1,1,average
1637,26,48,12,0,1,0,0,1,1,1,1,high
1638,27,47,12,0,1,0,0,1,1,1,1,high
1639,18,49,7,0,1,1,0,1,1,0,1,low
1640,19,48,7,0,1,1,0,1,1,0,1,low
1641,20,46,7,0,1,1,0,1,1,0,1,low
1642,21,48,7,0,1,1,0,1,1,0,1,low
1643,22,46,7,0,1,1,0,1,1,0,1,low
1644,23,40,7,0,1,1,0,1,1,0,1,low
1645,24,49,7,0,1,1,0,1,1,0,1,low
1646,7,48,17,1,1,0,0,1,1,0,1,high
1647,8,49,17,1,1,0,0,1,1,0,1,high
1648,9,49,17,1,1,0,0,1,1,0,1,very high
1649,10,49,17,1,1,0,0,1,1,0,1,very high
1650,11,48,17,1,1,0,1,1,1,0,1,very high
1651,12,48,17,1,1,0,1,1,1,0,1,very high
1652,13,48,17,1,1,0,1,1,1,0,1,very high
1653,6,36,16,1,0,0,0,1,1,0,1,low
1654,7,36,16,1,0,0,0,1,1,0,1,low
1655,8,43,16,1,0,0,0,1,1,0,1,low
1656,9,36,16,1,0,0,0,1,1,0,1,low
1657,10,40,16,1,0,0,0,1,1,0,1,low
1658,11,40,16,1,0,0,0,1,1,0,1,average
1659,12,36,16,1,0,0,0,1,1,0,1,average
1660,32,52,12,1,0,0,0,0,1,1,1,high
1661,33,50,12,0,0,0,0,0,1,0,1,high
1662,34,52,12,0,0,0,0,1,1,0,1,high
1663,35,50,12,1,0,0,0,1,1,0,1,very high
1664,36,50,12,1,0,0,0,1,1,0,1,very high
1665,37,48,12,1,0,0,0,1,1,0,1,high
1666,38,48,12,1,0,0,0,1,1,0,1,very high
1667,27,47,16,1,0,0,1,1,1,0,1,high
1668,28,47,16,1,0,0,1,1,1,0,1,high
1669,29,47,16,1,0,0,1,1,1,0,1,very high
1670,30,47,16,1,0,0,1,1,1,0,1,very high
1671,31,47,16,1,0,0,1,1,1,0,1,very high
1672,32,47,16,1,0,0,0,1,1,0,1,very high
1673,33,49,16,1,0,0,0,1,1,0,1,very high
1674,34,49,12,0,1,0,1,1,1,1,1,high
1675,35,49,12,0,1,0,1,1,1,1,1,high
1676,36,49,12,0,1,0,1,1,1,1,1,very high
1677,37,49,12,0,1,0,1,1,1,1,1,very high
1678,38,49,12,0,0,0,1,1,1,1,1,very high
1679,39,49,12,0,0,0,1,1,1,1,1,very high
1680,40,48,12,0,0,0,1,1,1,1,1,very high
1681,15,50,10,0,0,0,1,1,1,0,1,average
1682,16,49,10,0,0,0,1,0,1,0,1,average
1683,17,45,10,0,0,0,1,0,1,0,1,high
1684,18,43,10,0,1,0,1,1,1,0,1,high
1685,19,49,10,0,0,0,1,1,1,0,1,high
1686,20,44,10,0,0,0,1,1,1,1,1,high
1687,21,38,10,0,0,0,1,1,1,1,1,high
1688,7,47,10,0,0,0,1,0,0,1,1,low
1689,8,45,10,0,0,0,1,0,0,1,1,low
1690,9,46,10,0,0,0,1,0,0,1,1,low
1691,10,41,10,0,0,0,1,0,0,1,1,low
1692,11,48,10,0,0,0,1,0,0,1,1,low
1693,12,45,10,0,0,0,1,0,0,1,1,low
1694,13,39,10,0,0,0,1,0,0,1,1,low
1695,9,46,12,0,1,0,1,1,1,1,1,high
1696,10,43,12,0,1,0,1,1,1,1,1,high
1697,11,40,12,0,1,0,1,1,1,1,1,very high
1698,12,43,12,0,0,0,1,1,1,1,1,very high
1699,13,50,12,0,0,0,1,1,1,1,1,very high
1700,14,49,12,0,1,0,1,1,1,1,1,very high
1701,15,48,12,0,1,0,1,1,1,1,1,very high
1702,22,42,10,0,1,1,0,1,1,0,1,low
1703,23,48,10,0,1,1,0,1,1,0,1,average
1704,24,48,10,0,1,1,0,1,1,0,1,average
1705,25,43,10,0,1,1,0,1,1,0,1,average
1706,26,52,10,0,1,1,0,1,1,0,1,average
1707,27,52,10,0,1,1,0,1,1,0,1,average
1708,28,52,10,0,1,1,0,1,1,0,1,high
1709,36,48,7,0,0,0,1,1,1,0,1,average
1710,37,44,7,0,0,0,1,1,1,0,1,average
1711,38,45,7,0,0,0,1,1,1,0,1,average
1712,39,50,7,0,0,0,1,1,1,0,1,average
1713,40,50,7,0,0,0,1,1,1,0,1,average
1714,41,50,7,0,0,0,1,1,1,0,1,average
1715,42,40,7,0,0,0,1,1,1,0,1,high
1716,37,50,10,0,0,1,0,1,1,1,1,average
1717,38,26,10,0,0,1,0,1,1,0,1,low
1718,39,24,10,0,0,1,0,1,1,1,1,low
1719,40,39,10,0,0,1,0,1,1,1,1,average
1720,41,51,10,0,0,1,0,1,1,1,1,average
1721,42,44,10,0,0,1,0,1,1,1,1,average
1722,43,46,10,0,0,1,0,1,1,1,1,average
1723,9,50,7,0,0,0,1,0,0,0,0,low
1724,10,44,7,0,0,0,1,0,0,0,0,low
1725,11,50,7,0,0,0,1,0,0,0,0,low
1726,12,50,7,0,0,0,1,0,0,0,0,low
1727,13,50,7,0,0,0,1,0,0,0,0,low
1728,14,50,7,0,0,0,1,0,0,0,0,low
1729,15,49,7,0,0,0,1,0,0,0,0,low
1730,10,49,11,0,0,0,1,0,0,0,1,low
1731,11,50,11,0,0,0,1,0,0,0,1,low
1732,12,42,11,0,0,0,1,0,0,0,1,low
1733,13,51,11,0,0,0,1,0,0,0,1,low
1734,14,52,11,1,1,0,1,0,0,0,1,low
1735,15,50,11,0,0,0,1,0,0,0,1,low
1736,16,47,11,0,0,0,1,0,0,0,1,low
1737,30,49,16,1,1,0,1,1,1,0,1,average
1738,31,48,16,1,1,0,1,0,1,0,1,average
1739,32,48,16,1,1,0,1,0,1,0,1,high
1740,33,47,16,1,1,0,1,0,1,0,1,high
1741,34,48,16,1,1,0,1,0,1,0,1,very high
1742,35,47,16,1,1,0,1,0,1,0,1,very high
1743,36,48,16,1,1,0,1,0,1,0,1,very high
1744,18,48,10,0,1,1,0,1,1,1,1,low
1745,19,47,10,0,1,1,0,1,1,1,1,low
1746,20,48,10,0,1,1,0,1,1,1,1,low
1747,21,48,10,0,1,1,0,1,1,1,1,low
1748,22,48,10,0,1,1,0,1,1,1,1,average
1749,23,48,10,0,1,1,0,1,1,1,1,average
1750,24,48,10,0,1,1,0,1,1,1,1,average
1751,6,50,16,1,0,1,0,1,1,0,1,low
1752,7,49,16,1,0,1,1,1,1,0,1,low
1753,8,49,16,1,0,1,0,1,1,0,1,average
1754,9,50,16,1,0,1,0,1,1,0,1,average
1755,10,49,16,1,0,1,0,0,1,0,1,average
1756,11,50,16,1,0,1,0,0,1,0,1,average
1757,12,49,16,1,0,1,0,0,1,0,1,average
1758,25,49,17,1,0,0,1,1,1,0,0,high
1759,26,47,17,1,0,0,1,1,1,0,0,high
1760,27,49,17,1,0,0,1,1,1,0,0,very high
1761,28,48,17,1,0,0,1,1,1,0,0,very high
1762,29,49,17,1,0,0,1,1,1,0,0,very high
1763,30,48,17,1,0,0,1,1,1,0,0,very high
1764,31,47,17,1,0,0,1,1,1,0,0,very high
1765,7,49,12,1,1,1,0,1,1,1,0,low
1766,8,32,12,1,1,1,0,1,1,1,0,average
1767,9,49,12,0,1,1,0,1,1,1,0,average
1768,10,49,12,0,1,1,0,1,1,1,0,average
1769,11,34,12,0,1,1,0,1,1,1,0,high
1770,12,49,12,0,0,1,0,1,1,1,0,high
1771,13,49,12,1,1,1,0,1,1,1,0,very high
1772,33,48,12,0,1,0,0,1,1,0,1,low
1773,34,48,12,0,1,0,0,1,1,0,1,low
1774,35,47,12,0,1,0,0,1,1,0,1,average
1775,36,48,12,0,1,0,0,1,1,0,1,average
1776,37,48,12,0,1,0,0,1,1,0,1,average
1777,38,48,12,0,1,0,0,1,1,0,1,high
1778,39,24,12,0,1,0,0,1,1,0,1,high
1779,3,48,12,0,1,0,0,0,0,0,1,low
1780,4,11,12,0,1,0,0,0,0,1,1,low
1781,5,37,12,0,1,0,0,0,0,1,1,low
1782,6,50,12,0,1,0,0,0,0,1,1,low
1783,7,40,12,0,1,0,0,0,0,1,1,average
1784,8,47,12,0,1,0,0,0,0,1,1,average
1785,9,50,12,0,1,0,0,0,0,1,1,average
1786,5,16,16,1,0,1,1,1,1,0,1,low
1787,6,39,16,1,0,1,1,1,1,1,1,low
1788,7,50,16,1,0,1,1,1,1,1,1,average
1789,8,50,16,1,0,1,1,1,1,1,1,average
1790,9,50,16,1,0,1,1,1,1,1,1,very high
1791,10,49,16,1,0,1,1,1,1,1,1,very high
1792,11,48,16,1,0,1,1,1,1,1,1,very high
1793,32,47,12,0,1,0,0,1,1,1,1,average
1794,33,47,12,0,1,0,0,1,1,1,1,high
1795,34,47,12,0,1,0,0,1,1,1,1,high
1796,35,47,12,0,1,0,0,1,1,1,1,high
1797,36,47,12,0,1,0,0,1,1,1,1,very high
1798,37,47,12,0,1,0,0,1,1,1,1,very high
1799,38,47,12,0,1,0,0,1,1,1,1,very high
1800,25,42,17,1,0,1,0,0,1,0,1,average
1801,26,45,17,1,0,1,0,0,1,0,1,average
1802,27,47,17,1,0,1,0,0,1,0,1,average
1803,28,46,17,1,0,1,0,0,1,0,1,average
1804,29,44,17,1,0,1,0,0,1,0,1,high
1805,30,51,17,1,0,1,0,0,1,0,1,high
1806,31,45,17,1,0,1,0,0,1,0,1,very high
1807,10,49,10,0,1,1,0,1,1,0,1,low
1808,11,51,10,0,1,1,0,1,1,0,1,low
1809,12,28,10,0,0,1,0,1,1,0,1,low
1810,13,50,10,0,1,1,0,1,1,0,1,low
1811,14,51,10,0,1,1,0,1,1,0,1,low
1812,15,50,10,0,1,1,0,1,1,0,1,low
1813,16,52,10,0,1,1,0,1,1,0,1,low
1814,10,49,12,0,0,0,1,1,1,0,1,average
1815,11,50,12,0,0,0,1,1,1,0,1,average
1816,12,49,12,1,0,0,1,1,1,0,1,high
1817,13,49,12,1,0,0,1,1,1,0,1,very high
1818,14,48,12,1,0,0,1,1,1,0,1,very high
1819,15,48,12,1,0,0,1,1,1,0,1,very high
1820,16,49,12,1,0,0,1,1,1,0,1,very high
1821,16,37,10,0,0,1,1,1,1,1,1,low
1822,17,50,10,0,0,1,1,1,1,1,1,low
1823,18,49,10,0,0,1,1,1,1,1,1,average
1824,19,37,10,0,0,1,1,1,1,1,1,high
1825,20,47,10,0,0,1,1,1,1,1,1,high
1826,21,45,10,0,0,1,1,1,1,1,1,high
1827,22,49,10,0,0,1,1,1,1,1,1,high
1828,12,49,16,1,0,0,1,1,1,0,1,high
1829,13,49,16,1,0,0,1,1,1,0,1,high
1830,14,48,16,1,0,0,1,1,1,0,1,high
1831,15,49,16,1,0,0,1,1,1,0,1,high
1832,16,49,16,1,0,0,1,1,1,0,1,very high
1833,17,50,16,1,0,0,1,1,1,0,1,very high
1834,18,49,16,1,0,0,1,1,1,0,1,very high
1835,10,37,12,1,1,0,1,0,0,0,0,low
1836,11,33,12,1,1,0,1,0,0,0,0,low
1837,12,43,12,1,1,0,1,0,0,0,0,low
1838,13,46,12,1,1,0,1,0,0,0,0,average
1839,14,48,12,1,1,0,1,0,0,0,0,average
1840,15,49,12,1,1,0,1,0,0,0,0,average
1841,16,48,12,0,1,0,1,0,0,0,0,average
1842,3,48,16,1,0,0,1,0,0,0,1,low
1843,4,35,16,1,0,0,1,0,0,0,1,low
1844,5,40,16,1,0,0,1,0,0,0,1,low
1845,6,36,16,1,0,0,1,0,0,0,1,average
1846,7,28,16,1,0,0,1,0,0,0,1,average
1847,8,51,16,1,0,0,1,0,0,0,1,average
1848,9,50,16,1,0,0,1,0,0,0,1,very high
1849,15,49,12,0,1,1,1,1,1,1,1,average
1850,16,45,12,0,1,1,1,1,1,1,1,high
1851,17,48,12,0,1,1,1,1,1,1,1,high
1852,18,49,12,0,1,1,1,1,1,1,1,very high
1853,19,47,12,0,1,1,1,1,1,1,1,very high
1854,20,48,12,0,1,1,1,1,1,1,1,very high
1855,21,47,12,0,0,1,1,1,1,1,1,very high
1856,21,44,17,1,0,0,1,1,1,1,1,high
1857,22,41,17,1,0,0,1,1,1,1,1,high
1858,23,43,17,1,0,0,1,1,1,1,1,very high
1859,24,41,17,1,0,0,1,1,1,1,1,very high
1860,25,44,17,1,0,0,1,1,1,1,1,very high
1861,26,43,17,1,0,0,1,1,1,1,1,very high
1862,27,42,17,1,0,0,1,1,1,1,1,very high
1863,14,49,12,0,0,1,1,1,1,1,1,average
1864,15,49,12,0,0,1,1,1,1,1,1,average
1865,16,49,12,0,0,1,1,1,1,1,1,high
1866,17,48,12,0,0,1,1,1,1,1,1,high
1867,18,48,12,0,0,1,1,1,1,1,1,high
1868,19,47,12,0,0,1,1,1,1,1,1,very high
1869,20,46,12,0,0,1,1,1,1,1,1,very high
1870,8,51,14,0,0,0,0,1,1,0,1,low
1871,9,51,14,0,0,0,0,1,1,0,1,low
1872,10,51,14,0,0,0,0,1,1,0,1,low
1873,11,50,14,0,0,0,0,1,1,0,1,low
1874,12,51,14,1,0,0,0,1,1,0,1,low
1875,13,52,14,1,0,0,0,1,1,0,1,low
1876,14,51,14,1,0,0,0,1,1,0,1,average
1877,21,50,9,0,1,0,1,1,1,1,1,average
1878,22,50,9,0,1,0,1,1,1,1,1,high
1879,23,52,9,0,1,0,1,0,1,1,1,high
1880,24,51,9,0,1,0,0,0,1,1,1,high
1881,25,51,9,0,1,0,0,0,1,1,1,very high
1882,26,49,9,0,1,0,0,0,1,1,1,very high
1883,27,50,9,0,1,0,0,0,1,1,1,very high
1884,21,51,16,1,0,1,1,1,1,0,1,high
1885,22,49,16,1,0,1,1,1,1,0,1,high
1886,23,47,16,1,0,1,1,1,1,0,1,very high
1887,24,47,16,1,0,1,1,1,1,0,1,very high
1888,25,47,16,1,0,1,1,1,1,0,1,very high
1889,26,47,16,1,0,1,1,1,1,0,1,very high
1890,27,47,16,1,0,1,1,1,1,0,1,very high
1891,7,50,16,1,0,1,1,1,1,0,1,average
1892,8,50,16,1,0,1,1,1,1,0,1,average
1893,9,50,16,1,0,1,1,1,1,0,1,average
1894,10,50,16,1,0,1,1,1,1,0,1,average
1895,11,50,16,1,0,1,1,1,1,0,1,average
1896,12,50,16,1,0,1,1,1,1,0,1,very high
1897,13,50,16,1,0,1,1,1,1,0,1,high
1898,6,49,16,1,0,0,0,1,1,0,1,low
1899,7,49,16,1,0,0,0,1,1,0,1,average
1900,8,51,16,1,0,0,0,1,1,0,1,high
1901,9,49,16,1,0,0,0,1,1,0,1,high
1902,10,49,16,1,0,0,0,1,1,0,1,high
1903,11,50,16,1,0,0,0,1,1,0,1,very high
1904,12,50,16,1,0,0,0,1,1,0,1,very high
1905,24,50,12,0,1,0,1,1,1,1,0,low
1906,25,40,12,0,1,0,1,1,1,1,0,average
1907,26,50,12,0,1,0,1,1,1,1,0,average
1908,27,47,12,0,1,0,1,1,1,1,0,average
1909,28,48,12,0,1,0,1,1,1,1,0,high
1910,29,48,12,1,1,0,1,1,1,1,0,high
1911,30,46,12,0,1,0,1,1,1,1,0,high
1912,14,49,17,1,0,0,1,1,1,0,1,average
1913,15,48,17,1,0,0,1,1,1,0,1,high
1914,16,49,17,1,0,0,1,1,1,0,1,high
1915,17,48,17,1,0,0,1,1,1,0,1,high
1916,18,49,17,1,0,0,1,1,1,0,1,very high
1917,19,48,17,1,0,0,1,1,1,0,1,very high
1918,20,48,17,1,0,0,1,1,1,0,1,very high
1919,1,30,17,1,0,0,1,1,1,0,1,low
1920,2,50,17,1,0,0,1,1,1,0,1,low
1921,3,50,17,1,0,0,1,1,1,0,1,low
1922,4,50,17,1,0,0,1,1,1,0,1,average
1923,5,50,17,1,0,0,1,1,1,0,1,average
1924,6,50,17,1,0,0,1,1,1,0,1,low
1925,7,49,17,1,0,0,1,1,1,0,1,very high
1926,4,51,12,0,1,0,1,1,1,1,1,average
1927,5,52,12,0,1,0,1,1,1,1,1,average
1928,6,51,12,0,1,0,1,1,1,1,1,average
1929,7,43,12,0,1,0,1,1,1,1,1,high
1930,8,50,12,0,1,0,1,1,1,1,1,high
1931,9,48,12,0,1,0,1,1,1,1,1,very high
1932,10,49,12,0,1,0,1,1,1,1,1,very high
1933,33,47,8,1,0,1,0,1,1,0,1,average
1934,34,48,8,0,0,1,0,1,1,0,1,average
1935,35,46,8,0,0,1,0,1,1,0,1,high
1936,36,47,8,0,0,1,0,1,1,0,1,high
1937,37,47,8,0,0,1,0,1,1,0,1,high
1938,38,47,8,0,0,1,0,1,1,0,1,high
1939,39,47,8,0,0,1,0,1,1,0,1,very high
1940,7,51,15,1,0,1,1,1,1,0,1,high
1941,8,49,15,1,1,1,1,1,1,0,1,high
1942,9,49,15,1,0,0,0,1,1,0,1,very high
1943,10,49,15,1,0,0,0,1,1,0,1,very high
1944,11,48,15,1,0,0,0,1,1,0,1,very high
1945,12,50,15,1,0,0,0,1,1,0,1,very high
1946,13,48,15,1,1,0,0,1,1,0,1,very high
1947,15,50,12,0,0,0,1,1,1,1,1,average
1948,16,48,12,0,0,0,1,1,1,1,1,average
1949,17,49,12,0,0,0,1,1,1,1,1,high
1950,18,49,12,0,0,0,1,1,1,1,1,high
1951,19,49,12,0,0,0,1,1,1,1,1,very high
1952,20,49,12,0,0,0,1,1,1,1,1,very high
1953,21,49,12,0,0,0,1,1,1,1,1,very high
1954,29,52,13,1,0,0,1,1,1,1,1,low
1955,30,46,13,1,0,0,1,1,1,1,1,low
1956,31,51,13,0,0,0,1,1,1,1,1,low
1957,32,49,13,0,0,0,1,1,1,1,1,low
1958,33,48,13,0,0,0,1,1,1,1,1,low
1959,34,47,13,1,0,0,1,1,1,1,1,low
1960,35,50,13,1,0,0,1,1,1,1,1,low
1961,5,36,12,0,1,0,1,1,1,1,1,average
1962,6,50,12,0,1,0,1,1,1,1,1,average
1963,7,49,12,0,1,0,1,1,1,1,1,average
1964,8,50,12,0,1,0,1,1,1,1,1,high
1965,9,50,12,0,1,0,1,1,1,1,1,high
1966,10,50,12,0,1,0,1,1,1,1,1,very high
1967,11,49,12,0,1,0,1,1,1,1,1,very high
1968,18,48,17,1,1,0,1,1,1,0,1,high
1969,19,48,17,1,1,0,1,1,1,0,1,high
1970,20,49,17,1,1,0,1,1,1,0,1,high
1971,21,49,17,1,1,0,1,1,1,0,1,high
1972,22,48,17,1,1,0,1,1,1,0,1,very high
1973,23,45,17,1,1,0,1,1,1,0,1,very high
1974,24,48,17,1,1,0,1,1,1,0,1,very high
1975,44,50,9,0,0,0,1,1,1,1,1,high
1976,45,51,9,1,0,0,1,1,1,1,1,low
1977,46,50,9,1,0,0,1,1,1,1,1,very high
1978,47,50,9,1,0,0,1,1,1,1,1,high
1979,48,50,9,1,0,0,1,1,1,1,1,very high
1980,49,49,9,1,0,0,1,1,1,1,1,very high
1981,50,49,9,1,0,0,1,1,1,1,1,very high
1982,29,49,12,1,0,0,1,1,1,1,1,average
1983,30,46,12,1,0,0,1,1,1,1,1,average
1984,31,49,12,1,0,0,1,1,1,1,1,average
1985,32,48,12,1,0,0,1,1,1,1,1,high
1986,33,49,12,1,0,0,1,1,1,1,1,average
1987,34,49,12,1,0,0,1,1,1,1,1,high
1988,35,48,12,1,0,0,1,1,1,1,1,high
1989,5,49,12,1,0,0,1,1,1,0,1,average
1990,6,47,12,0,0,0,1,1,1,0,1,average
1991,7,49,12,1,0,0,1,1,1,0,1,high
1992,8,49,12,1,0,0,1,1,1,0,1,high
1993,9,48,12,1,0,0,1,1,1,0,1,high
1994,10,48,12,0,0,0,1,1,1,0,1,very high
1995,11,48,12,1,0,0,1,1,1,0,1,high
1996,11,47,10,0,1,0,0,1,1,1,1,low
1997,12,48,10,0,1,0,0,1,1,1,1,low
1998,13,48,10,0,1,0,0,1,1,1,1,average
1999,14,49,10,0,1,0,0,1,1,1,1,high
2000,15,48,10,0,1,0,0,1,1,0,1,high
2001,16,48,10,0,1,0,0,1,1,1,1,high
2002,17,46,10,0,1,0,0,1,1,1,1,high
2003,15,41,10,0,1,1,0,1,1,1,1,average
2004,16,42,10,0,1,1,0,1,1,1,1,average
2005,17,47,10,0,1,1,0,1,1,1,1,average
2006,18,47,10,0,1,1,0,1,1,1,1,high
2007,19,48,10,0,1,1,0,1,1,1,1,high
2008,20,38,10,0,1,1,0,1,1,1,1,very high
2009,21,40,10,0,1,1,0,1,1,1,1,very high
2010,13,49,12,0,0,1,1,1,1,0,1,high
2011,14,49,12,0,0,1,1,1,1,0,1,high
2012,15,49,12,0,0,1,1,1,1,0,1,very high
2013,16,49,12,0,0,1,1,1,1,0,1,very high
2014,17,49,12,0,0,1,1,1,1,0,1,very high
2015,18,47,12,1,0,1,0,1,1,0,1,very high
2016,19,46,12,0,0,1,0,1,1,0,1,very high
2017,28,50,16,1,0,0,1,1,1,0,1,high
2018,29,50,16,1,0,0,1,1,1,0,1,high
2019,30,49,16,1,0,0,1,1,1,0,1,very high
2020,31,49,16,1,0,0,1,1,1,0,1,very high
2021,32,49,16,1,0,0,1,1,1,0,1,very high
2022,33,49,16,1,0,0,1,1,1,0,1,very high
2023,34,48,16,1,0,0,1,1,1,0,1,very high
2024,4,50,13,1,0,1,1,1,1,0,1,low
2025,5,49,13,1,0,1,1,1,1,0,1,low
2026,6,51,13,1,0,1,1,1,1,0,1,low
2027,7,50,13,1,0,1,1,1,1,0,1,low
2028,8,50,13,1,0,1,1,1,1,0,1,average
2029,9,49,13,1,0,1,1,1,1,0,1,average
2030,10,49,13,1,0,1,1,1,1,0,1,average
2031,36,49,12,0,1,0,0,1,1,0,1,high
2032,37,46,12,0,1,0,0,1,1,0,1,high
2033,38,50,12,0,1,0,0,1,1,0,1,very high
2034,39,49,12,0,1,0,0,1,1,0,1,very high
2035,40,48,12,0,1,0,0,1,1,0,1,high
2036,41,47,12,0,1,0,0,1,1,0,1,very high
2037,42,47,12,0,1,0,0,1,1,0,1,very high
2038,27,48,12,1,1,0,0,1,1,0,1,average
2039,28,48,12,1,1,0,0,1,1,0,1,average
2040,29,47,12,1,1,0,0,1,1,0,1,average
2041,30,47,12,1,1,0,0,1,1,0,1,high
2042,31,48,12,1,1,0,0,1,1,0,1,very high
2043,32,47,12,1,1,0,0,1,1,0,1,very high
2044,33,48,12,1,1,0,0,1,1,0,1,very high
2045,10,30,12,0,1,0,0,1,1,1,1,low
2046,11,50,12,0,1,0,0,1,1,1,1,low
2047,12,50,12,0,1,0,0,1,1,1,1,low
2048,13,50,12,0,1,0,0,1,1,1,1,average
2049,14,50,12,0,1,0,0,1,1,1,1,average
2050,15,50,12,0,1,0,0,1,1,1,1,high
2051,16,50,12,0,1,0,0,1,1,1,1,high
2052,16,49,12,0,1,0,0,1,1,1,1,low
2053,17,48,12,0,1,0,0,1,1,1,1,low
2054,18,41,12,0,1,0,0,1,1,1,1,low
2055,19,49,12,0,1,0,0,1,1,1,1,average
2056,20,47,12,0,1,0,0,1,1,1,1,average
2057,21,48,12,0,1,0,0,1,1,1,1,average
2058,22,47,12,0,1,0,0,1,1,1,1,high
2059,22,48,12,1,0,0,1,0,0,1,1,low
2060,23,48,12,1,0,0,1,0,0,1,1,average
2061,24,48,12,1,0,0,1,0,0,1,1,high
2062,25,46,12,1,0,0,1,0,0,1,1,high
2063,26,47,12,1,0,0,1,0,0,1,1,high
2064,27,47,12,1,0,0,1,0,0,1,1,very high
2065,28,47,12,1,0,0,1,0,0,1,1,very high
2066,30,50,8,0,1,0,0,1,1,1,1,average
2067,31,47,8,0,1,0,0,1,1,0,1,low
2068,32,48,8,0,1,0,1,1,1,0,1,average
2069,33,48,8,0,1,0,1,1,1,1,1,average
2070,34,39,8,0,1,0,1,1,1,1,1,average
2071,35,50,8,0,1,0,1,1,1,1,1,average
2072,36,50,8,0,1,0,1,0,1,1,1,high
2073,12,49,12,0,0,1,0,1,1,0,1,average
2074,13,48,12,0,0,1,0,1,1,0,1,average
2075,14,34,12,0,0,1,0,1,1,1,1,average
2076,15,47,12,0,0,1,0,1,1,1,1,high
2077,16,48,12,0,0,1,0,1,1,1,1,high
